Job Name,Company Name,Location,Level
Reactjs Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,"- Hà Nội: 127 Lò Đúc, Hai Bà Trưng",Trưởng nhóm
Business Analyst,Công ty Cổ phẩn Lotus Quality Assurance,"- Hà Nội: Tầng 14 -17 , toà nhà văn phòng MD Complex, 68 Nguyễn Cơ Thạch, KĐT Mỹ Đình I, P. Cầu Diễn, Nam Từ Liêm",Trưởng nhóm
Fullstack Java Angular,Công ty Cổ Phần Rikkeisoft,"- Hà Nội: tòa Vinacomin Dương Đình Nghệ, Cầu Giấy",Nhân viên
Lập Trình Viên C/. Dự Án Bank,Công ty Cổ phần Giải pháp Công nghệ TTC Việt Nam,"- Hà Nội: 21 Cát Linh, Đống Đa - Hà Nội: Tòa Tràng An, Hoàng Quốc Việt, Cầu Giấy - Hà Nội: 36 Giang Văn Minh, Ba Đình",Nhân viên
Backend Developer,Apero Technologies Group,"- Hà Nội: 289 Khuất Duy Tiến, Đại Mỗ, Thanh Xuân - Hồ Chí Minh: Số 3 Nguyễn Lương Bằng, Quận 7",Nhân viên
Phó Tổng Giám Đốc Hà Nội,Công ty Cổ phần Tập đoàn Meey Land,"- Hà Nội: 97-99 Láng Hạ, Đống Đa",Giám đốc
Business Analyst BA,CÔNG TY CỔ PHẦN TRUYỀN THÔNG VĂN HOÁ VIỆT,"- Hà Nội: Tầng 3, Tòa Tháp Đông, Chung cư Học viện Quốc Phòng, Xuân La, Tây Hồ",Trưởng nhóm
Mobile Developer Flutter Hà Nội,CÔNG TY TNHH 10KN,"- Hà Nội: Sacombank Lê Đức Thọ, Mỹ Đình, Nam Từ Liêm",Nhân viên
Khoa Học Dữ Liệu Data Scientist,Khối Công nghệ thông tin - Viettel Telecom,"- Hà Nội: Tầng 42 + 43, tòa nhà Keangnam Landmark 72 Phạm Hùng, Nam Từ Liêm",Nhân viên
Giám Đốc Vận Hành COO,Công ty cổ phần TechLead,"- Hà Nội: Tầng 4- Số 11 Nguyễn Xiển - Thanh Xuân, Thanh Xuân",Giám đốc
Frontend Developer ReactJS Dự Án Giáo Dục,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ CÔNG NGHỆ BẦU TRỜI XANH,"- Hà Nội: BT16B6-32, Làng Việt Kiều Châu Âu, P. Mộ Lao, Hà Đông",Nhân viên
Java Developer,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ CÔNG NGHỆ SOLID,"- Hà Nội: Duy Tân, Cầu Giấy",Nhân viên
Java Backend Hà Nội,Công ty cổ phần XNK Đầu tư và Công nghệ HD Việt Nam,"- Hà Nội: Hoàng Cầu, Đống Đa",Nhân viên
Lập Trình Viên,Công ty Cổ phần đầu tư Công Nghệ và Thương Mại Softdreams,"- Hồ Chí Minh: Số H.54 đường Huỳnh Tấn Chùa, phường Đông Hưng Thuận, Quận 12 - Hà Nội: nhà khách ATS, số 8 Phạm Hùng, Mễ Trì, Nam Từ Liêm",Nhân viên
Data Engineer,Công ty cổ phần Ecoit,"- Hà Nội: Lê Văn Lương, Cầu Giấy",Trưởng nhóm
Developer,FPT Software,"- Hồ Chí Minh: F-Town 3, 3 Võ Chí Công, Phường Long Thạnh Mỹ Ho Chi Minh City, Vietnam, Thủ Đức - Hà Nội: Tòa nhà FPT Cầu Giấy, phố Duy Tân, phường Cầu Giấy, Thành phố Hà Nội, Việt Nam, Cầu Giấy",Nhân viên
Lập Trình Viên,Công ty cổ phần giải pháp MKT,"- Hà Nội: số 35 Lê Văn Thiêm, Thanh Xuân, Thanh Xuân",Nhân viên
Unity Developer,CÔNG TY TNHH NGÔI SAO DŨNG CẢM,"- Hà Nội: 37 Lê Văn Lương, Thanh Xuân",Nhân viên
Fullstack Developer,AASC AUDITING FIRM COMPANY LIMITED,"- Hà Nội: Hãng Kiểm toán AASC, Số 1, Lê Phụng Hiểu, Tràng Tiền, Hoàn Kiếm",Trưởng nhóm
Android Developer,CÔNG TY CỔ PHẦN TRUYỀN HÌNH TƯƠNG TÁC VIỆT NAM,"- Hà Nội: Tòa VTVcab, 3/81 Ngọc Khánh, Ba Đình",Trưởng nhóm
Kĩ Sư,CÔNG TY TNHH TECHVICO,"- Hà Nội: Tầng 4, Tòa Tâm Bình, số 59, ngõ 5 phố Láng Hạ, Phường Thành Công, Ba Đình",Nhân viên
Software Developer Java,Tek Experts Vietnam,"- Hà Nội: Lotte Center, Ba Đình",Nhân viên
Frontend Developer,CÔNG TY TNHH NEO TALENT,"- Hà Nội: Nguyễn Hoàng, Bắc Từ Liêm",Trưởng nhóm
Thực Tập Sinh Unity Developer,CÔNG TY TNHH KINH DOANH TỔNG HỢP TUẤN PHÁT,- Hà Nội: Hà Đông,Thực tập sinh
Frontend App Developer Hà Nội,Công ty cổ phần truyền thông đa phương tiện Gia Minh,"- Hà Nội: Tầng 8 Tòa Hội Nhà báo Việt Nam, Dương Đình Nghệ, Cầu Giấy",Nhân viên
Manual Tester Dự Án Tài Chính,Công ty Cổ phần Giải pháp Công nghệ TTC Việt Nam,- Hà Nội: Cầu Giấy,Nhân viên
Angular Developer Bank,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,- Hà Nội,Trưởng nhóm
Flutter Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,"- Hà Nội: 21 Cát Linh, Đống Đa",Trưởng nhóm
PHP Developer,Công ty cổ phần BEE TECH ASIA,"- Hà Nội: Tầng 4, TTTM Hà Thành, 102 Thái Thịnh, Trung Liêt, Đống Đa, Đống Đa",Nhân viên
Chuyên Viên Phân Tích Nghiệp Vụ BA,CÔNG TY CỔ PHẦN MẠNG Y TẾ CỘNG ĐỒNG,"- Hà Nội: Số 676 Hoàng Hoa Thám, phường Bưởi, Tây Hồ",Trưởng nhóm
Chuyên Viên Quản Lý Rủi Ro,CÔNG TY CỔ PHẦN CÔNG NGHỆ AN NINH MẠNG QUỐC GIA VIỆT NAM,"- Hà Nội: Dương Đình Nghệ, Cầu Giấy",Nhân viên
Chuyên Viên IT,Công ty Cổ phần Đầu Tư K&G Việt Nam,"- Hà Nội: Tòa nhà sông Đà, Phạm Hùng, Nam Từ Liêm",Nhân viên
Hà Nội Đi Làm Ngay,CÔNG TY TNHH TRUYỀN THÔNG SNET GROUP,"- Hà Nội: B10-16 Khu B Geleximco đường Lê Trọng Tấn, phường Dương Nội, Hà Đông",Nhân viên
Tester QA/QC,CÔNG TY TNHH GEMCOMMERCE,"- Hà Nội: Tòa Artemis, số 3 Lê Trọng Tấn, Thanh Xuân",Quản lý / Giám sát
Product Owner Quản Lý,Công ty CP Kinh doanh F88,"- Hà Nội: Số 5 Nguyễn Thị Duệ, Phường Yên Hòa, Cầu Giấy",Trưởng nhóm
Đào Tạo IT Fresher,NashTech,"- Hồ Chí Minh: 3rd Floor, Etown Building, No. 364 Cong Hoa Street, Tan Binh Ward, Ho Chi Minh City, Tân Bình - Hà Nội: 5th, 6th, and 7th Floors, HITC Building, No. 239 Xuan Thuy Street, Cau Giay Ward, Hanoi City, Cầu Giấy - Đà Nẵng: 19th Floor, VietinBank Building, No. 36 Tran Quoc Toan Street, Hai Chau Ward, Da Nang City, Hải Châu",Thực tập sinh
Quản Trị Dự Án Project Manager,Công ty Cổ Phần Công Nghệ ITG,"- Hà Nội: Tòa Lilama 10, 56 Tố Hữu, Nam Từ Liêm",Trưởng/Phó phòng
C# Developer,CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ HTSC,"- Hà Nội: Tầng 16-VP2, Tòa nhà Sun Square, số 21 lê Đức Thọ, Phường Mỹ Đình 2., Nam Từ Liêm",Nhân viên
AI Engineer,Công ty Cổ phần Tập đoàn Austdoor,- Hà Nội: Thanh Xuân,Nhân viên
BrSE Tiếng Nhật,CÔNG TY TNHH MUMESOFT INNOVATION,"- Hà Nội: Tầng 6, số 12 Mễ Trì Hạ, phường Mễ Trì, Nam Từ Liêm",Trưởng nhóm
Mobile Developer React Native,CÔNG TY CỔ PHẦN TẬP ĐOÀN APEC GROUP,"- Hà Nội: 117 Trần Duy Hưng, Trung Hòa, Cầu Giấy, Cầu Giấy",Nhân viên
DevOps Engineer,Công ty CP Kinh doanh F88,"- Hà Nội: Số 5 Nguyễn Thị Duệ, Phường Yên Hòa, Cầu Giấy",Trưởng nhóm
Lập Trình Viên Java,Công ty Cổ phần Tập đoàn Công nghệ Thiên Hoàng,"- Hà Nội: Tầng 22 tòa nhà Viwaseen, số 48 Tố Hữu, Trung Văn, Nam Từ Liêm",Trưởng nhóm
Backend Developer,CÔNG TY TNHH HORUS PRODUCTIONS,"- Hà Nội: Tầng 2 tòa VOV Mễ Trì, Nam Từ Liêm",Trưởng nhóm
AI Engineer,Công ty cổ phần Ecoit,"- Hà Nội: Trung Hòa, Cầu Giấy, Cầu Giấy",Trưởng nhóm
Python Developer Banking,Công ty Cổ phần Công nghệ Alphaway,"- Hà Nội: Lê Ngọc Hân, Hai Bà Trưng, Hai Bà Trưng",Trưởng nhóm
Test Engineer Tester Manual Test Long Biên Hà Nội,Công ty TNHH Vietsol,- Hà Nội: Long Biên,Nhân viên
Lập Trình Viên Backend,Công ty VTC Online,"- Hà Nội: Tòa nhà VTC Online, 18 Tam Trinh, Hai Bà Trưng",Nhân viên
Nhân Viên IT,CÔNG TY TNHH THẨM ĐỊNH GIÁ VNG VIỆT NAM,"- Hà Nội: số 1 Hoàng Đạo Thúy, Thanh Xuân",Nhân viên
Lập Trình Viên Blockchain,Công ty CP Giải pháp Thanh toán Việt Nam (VNPAY),"- Hà Nội: 22 Láng Hạ, Phường Láng, Đống Đa",Nhân viên
Admin,CÔNG TY CỔ PHẦN CÔNG NGHỆ AN NINH MẠNG QUỐC GIA VIỆT NAM,- Hà Nội: Cầu Giấy,Nhân viên
Manual Tester Tiếng Nhật,Công ty Cổ phần JVB Việt Nam,"- Hà Nội: Tòa Roman Plaza, Tố Hữu, Nam Từ Liêm",Nhân viên
Business Analyst Phân Tích Nghiệp Vụ,Công ty Cổ phần Giải pháp 8 Giờ,"- Hà Nội: Số 79+81 phố Trần Xuân Soạn, P.Phạm Đình Hổ, Hai Bà Trưng",Nhân viên
Business Analyst,CÔNG TY CỔ PHẦN TRUYỀN HÌNH TƯƠNG TÁC VIỆT NAM,"- Hà Nội: Tòa VTVcab, 3/81 Ngọc Khánh, Ba Đình",Trưởng nhóm
Engineer,"CÔNG TY TNHH CÔNG NGHỆ GIA ĐÌNH (FTECH CO., LTD)","- Hà Nội: Số 21 Ngõ Giếng, Phố Đông Các, Phường Đống Đa, Thành phố Hà Nội, Việt Nam., Đống Đa",Nhân viên
Admin Dự Án,Công ty Cổ phần Đầu tư Mobino,"- Hà Nội: 31 Thọ Tháp, Cầu Giấy",Nhân viên
Tester Bank,Công ty TNHH Giải pháp Phân tích dữ liệu Insight Data,"- Hà Nội: Lê Ngọc Hân, Hai Bà Trưng",Trưởng nhóm
Business Analyst Bank,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,- Hà Nội,Trưởng nhóm
Project Manager Dự Án Bảo Hiểm,Công Ty TNHH Bảo Hiểm Tasco,"- Hà Nội: Tòa nhà Tasco, Lô HH2-2 đường Mỹ Đình, Từ Liêm",Nhân viên
Tester,CÔNG TY TNHH MUMESOFT INNOVATION,"- Hà Nội: Tầng 6, số 12 Mễ Trì Hạ, phường Mễ Trì, Nam Từ Liêm",Trưởng nhóm
Technical Leader,Công ty cổ phần EcoIT,"- Hà Nội: Lê Văn Lương, Cầu Giấy",Trưởng nhóm
Thực Tập Sinh ReactJS,CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ TRUYỀN THÔNG NETVIET,"- Hà Nội: 72 Trần Đăng Ninh, Cầu Giấy",Thực tập sinh
Quản Lý Dự Án Công Nghệ Thông Tin,Công ty CP Công nghệ Cyber Eye,"- Hà Nội: Tầng 3 - Tòa nhà Detech - Số 8 Đường Tôn Thất Thuyết - Phường Cầu Giấy, Nam Từ Liêm",Trưởng nhóm
BackEnd Developer,Công ty Cổ phần Chứng khoán An Bình,"- Hà Nội: Tầng 16, tòa nhà Geleximco, 36 Hoàng Cầu, Ô Chợ Dừa, Đống Đa",Trưởng nhóm
Business Analyst,Công ty Cổ Phần Rikkeisoft,"- Hà Nội: tòa Vinacomin Dương Đình Nghệ, Cầu Giấy",Nhân viên
Fullstack Developer Java ReactJS,Công ty cổ phần Hạ tầng Viễn thông CMC Telecom,- Hà Nội: Cầu Giấy,Nhân viên
FullStack Developer NodeJS ReactJS Vue JS,Công ty TNHH AIRCLOSET ENGINEERING,"- Hà Nội: Tầng 10, tòa nhà 3D Creative Center, Cầu Giấy",Nhân viên
Fresher Developer Lập Trình Viên,CÔNG TY CỔ PHẦN CÔNG NGHỆ SCAPBOT,"- Hà Nội: 55 Nguyễn Văn Giáp, Cầu Diễn, Nam Từ Liêm",Nhân viên
Backend Developer NodeJS Hà Nội,CÔNG TY CỔ PHẦN GIẢI PHÁP SỐ MOBIFONE,"- Hà Nội: Số 38 phố Phan Đình Phùng, Ba Đình",Nhân viên
,"TECHVIFY SOFTWARE., JSC","- Hà Nội: Tòa HUD Lê Văn Lương, Thanh Xuân",Trưởng nhóm
Trưởng Nhóm Đấu Thầu,CÔNG TY CỔ PHẦN VSI,"- Hà Nội: Tòa AC Building, số 3 ngõ 78 Phố Duy Tân, Dịch Vọng Hậu, Cầu Giấy, Cầu Giấy",Nhân viên
Java Developer,CÔNG TY CỔ PHẦN KAOPIZ HOLDINGS,- Hà Nội: Nam Từ Liêm,Nhân viên
,Tập Đoàn Vàng Bạc Đá Quý DOJI,"- Hà Nội: Số 5 Lê Duẩn, Ba Đình",Trưởng/Phó phòng
Android Engineer,Cty TNHH Thundersoft Việt Nam,"- Hà Nội: Toà nhà Westpoint Tower Đỗ Đức Dục, Nam Từ Liêm, Nam Từ Liêm",Nhân viên
Kiểm Thử Game,Công ty cổ phần VGP,"- Hà Nội: Tầng KT, Tòa nhà Green Park, 33 Dương Đình Nghệ, Cầu Giấy, Cầu Giấy",Nhân viên
Lập Trình Viên Backend Java,CÔNG TY CỔ PHẦN CÔNG NGHỆ UNIT – CHI NHÁNH HÀ NỘI,"- Hà Nội: Số 96 Phố Nguyễn Đình Hoàn, Phường Nghĩa Đô, Cầu Giấy",Nhân viên
Java Developer Team Lead,CÔNG TY CỔ PHẦN DỊCH VỤ DI ĐỘNG THỂ HỆ MỚI (NMS),"- Hà Nội: Tòa nhà Mỹ Đình Plaza, 138 Trần Bình, Nam Từ Liêm",Trưởng nhóm
Developer Flutter,Bệnh Viện Đa Khoa Quốc Tế Thu Cúc – Chi Nhánh Công Ty Cổ Phần Y Khoa & Thẩm Mỹ Thu Cúc,"- Hà Nội: 444 Hoàng Hoa Thám, Tây Hồ",Nhân viên
Product Manager,Công ty Cổ phần Funtap,"- Hà Nội: Tầng 4, tòa nhà Tây Hà, số 19 Tố Hữu, Nam Từ Liêm",Trưởng/Phó phòng
IOS Developer,Công ty cổ phần Công nghệ Sapo,"- Hà Nội: Tòa Ladeco 266 Đội Cấn, Ba Đình",Nhân viên
Backend Developer Python,CÔNG TY TNHH VODAPLAY VIỆT NAM,- Hà Nội: Cầu Giấy,Nhân viên
Product Owner,Công ty Cổ phần Công nghệ Prep,"- Hà Nội: 34 Láng Hạ, Đống Đa, Đống Đa",Trưởng nhóm
Thực Tập Sinh Lập Trình Unity Game,CÔNG TY TNHH CÔNG NGHỆ NHẬN THỨC MÁY HORUS AI,"- Hà Nội: tòa Ct2D, VOV, Mễ Trì, Nam Từ Liêm, Nam Từ Liêm",Thực tập sinh
Backend Java,CÔNG TY CỔ PHẦN CÔNG NGHỆ AIT,"- Hà Nội: Ngõ 100 Dịch Vọng Hậu, Cầu Giấy",Trưởng nhóm
Kỹ Sư Mạng Network Engineer,CÔNG TY TNHH CÔNG NGHỆ 44+,"- Hà Nội: Số 12 Ngõ 1 Dịch Vọng Hậu, Cầu Giấy",Nhân viên
NodeJS Developer,Công ty TNHH Fetek Việt Nam,"- Hà Nội: số 8 ngõ 30 Nguyễn Thị Định, Trung Hoà, Cầu Giấy",Trưởng nhóm
Full-Stack Developer Python Ít,Asilla Việt Nam,"- Hà Nội: Số 6 ngõ 82 Duy Tân - Dịch Vọng Hậu, Cầu Giấy",Nhân viên
Nhân Viên Kiểm Thử Phần Mềm Ngân Hàng,Công ty TNHH Fetek Việt Nam,"- Hà Nội: số 8 ngõ 30 Nguyễn Thị Định, Trung Hoà, Cầu Giấy",Trưởng nhóm
Reactjs Developer,FPT Smart Cloud (FCI),"- Hà Nội: Tầng 7, FPT Tower, Số 10 Phạm Văn Bạch, Dịch Vọng, Cầu Giấy",Trưởng nhóm
Business Analyst,CÔNG TY CỔ PHẦN LIFETEX,"- Hà Nội: HH2 Bắc Hà, Nhân Chính, Thanh Xuân",Trưởng/Phó phòng
Trưởng Nhóm Backend Backend,Công ty cổ phần phương tiện điện thông minh Selex,"- Hà Nội: số 12, ngõ 36 Xuân Thủy, Cầu Giấy",Trưởng nhóm
DevOps,Công ty TNHH Thu phí tự động VETC,"- Hà Nội: Tasco building, HH2-2 Phạm Hùng, Từ Liêm",Nhân viên
Frontend Engineer Reactjs Angular,Công ty TNHH Fetek Việt Nam,"- Hà Nội: số 8 ngõ 30 Nguyễn Thị Định, Trung Hoà, Cầu Giấy",Trưởng nhóm
Kỹ Sư Đảm Bảo Chất Lượng QA/QC,Công ty cổ phần phương tiện điện thông minh Selex,"- Hà Nội: YÊN VIÊN, GIA LÂM, Gia Lâm",Nhân viên
Tech Lead,CÔNG TY TNHH CÔNG NGHỆ EZCLOUD TOÀN CẦU,"- Hà Nội: Tầng 8, tòa nhà Ladeco, số 266 Đội Cấn,Phường Liễu Giai, Ba Đình",Trưởng nhóm
Quản Trị Cơ Sở Dữ Liệu DBA,CÔNG TY CỔ PHẦN THƯƠNG MẠI & DỊCH VỤ MEDLATEC GROUP,"- Hà Nội: 270 Thụy Khuê, Tây Hồ",Nhân viên
IT Comtor Tiếng Nhật,công ty cổ phần Data Impact,"- Hà Nội: Tầng 11 tòa nhà Hồ Gươm Plaza đường Trần Phú, Hà Đông",Nhân viên
Golang Developer,CÔNG TY CỔ PHẦN AHT TECH,"- Hà Nội: Văn phòng đối tác (Onsite): Tòa nhà Keangnam Landmark 72, Cầu Giấy",Trưởng nhóm
Frontend Developer Angular ReactJs,CÔNG TY CỔ PHẦN TẬP ĐOÀN APEC GROUP,"- Hà Nội: Tầng 3, TTTM Grand Plaza, Số 117 Trần Duy Hưng, Phường Trung Hòa, Cầu Giấy",Nhân viên
Backend Web Developer NodeJS,Eastgate Software JSC,"- Hà Nội: Tầng 11, VCCI Tower, 09 Đào Duy Anh, Đống Đa",Nhân viên
AI Engineer,"TECHVIFY SOFTWARE., JSC","- Hà Nội: Toà HUD Lê Văn Lương, Thanh Xuân",Trưởng nhóm
Nhân Viên Kỹ Thuật,CÔNG TY CỔ PHẦN TGI TRANS,"- Hà Nội: Số 1 Lương Yên,, Hai Bà Trưng",Nhân viên
Quản Lý,Công ty Cổ phần Vatech Việt,- Hà Nội,Nhân viên
Thực Tập Sinh AI Engineer,FPT Software,"- Hà Nội: FPT Tower, số 10 Phạm Văn Bạch, Cầu Giấy",Trưởng nhóm
Senior Backend Developer,Công ty cổ phần phương tiện điện thông minh Selex,"- Hà Nội: số 12, ngõ 36 Xuân Thủy, Cầu Giấy",Trưởng nhóm
IT Comtor,CÔNG TY TNHH CÔNG NGHỆ RIKAI,"- Hà Nội: 28 Dương Đình Nghệ, Cầu Giấy",Nhân viên
Kỹ Sư Phần Mềm Nhúng,VNPT Technology - Công ty Cổ phần Công nghệ Công nghiệp Bưu chính viễn thông,"- Hà Nội: 124 Hoàng Quốc Việt, Cầu Giấy",Nhân viên
Kĩ Sư,CÔNG TY TNHH BK EDU,"- Hà Nội: số 22 ngõ 17 Tạ Quang Bửu, Hoàng Mai",Nhân viên
Data Engineer,SCI Group,"- Hà Nội: 93 Bạch Mai, Hai Bà Trưng",Nhân viên
,Viettel Digital,"- Hà Nội: Tòa Keangnam, Phạm Hùng, Nam Từ Liêm",Nhân viên
Data Engineer,công ty cổ phần Data Impact,"- Hà Nội: Tầng 11, Tòa nhà Hồ Gươm Plaza,Trần Phú, Hà Đông",Nhân viên
Kỹ Sư AI AI Engineer,công ty cổ phần Data Impact,"- Hà Nội: Tầng 11, Tòa nhà Hồ Gươm Plaza,Trần Phú, Hà Đông",Nhân viên
Developer,Công ty Cổ phần Đầu tư Mobino,"- Hà Nội: 31 Thọ Tháp, Cầu Giấy",Nhân viên
Nhân Viên Tester,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN TRÍ TUỆ NHÂN TẠO AIDIA,"- Hà Nội: Tầng 12, Tòa nhà CTM Số 139 Cầu Giấy, Cầu Giấy",Nhân viên
Lập Trình Viên Fullstack,CÔNG TY CỔ PHẦN SMART - SOLUTIONS VIỆT NAM,"- Hà Nội: Tầng 4, số 11 ngõ 21 Lê Văn Lương, Nhân Chính, Thanh Xuân",Nhân viên
Project Manager Product Owner,CÔNG TY TRÁCH NHIỆM HỮU HẠN GIẢI PHÁP CÔNG NGHỆ CỘNG,"- Hà Nội: 74 Khúc Thừa Dụ, Dịch Vọng, Cầu Giấy",Trưởng/Phó phòng
Fullstack Developer Java Hà Nội,Công ty cổ phần Công nghệ Sapo,"- Hà Nội: tòa Ladeco, số 266 Đội Cấn, Ba Đình",Nhân viên
Manual Test Tester,FPT Smart Cloud (FCI),"- Hà Nội: FPT Tower, số 10 Phạm Văn Bạch, Cầu Giấy",Trưởng nhóm
AI Engineer,FPT Smart Cloud (FCI),"- Hồ Chí Minh: Tòa PJICO, 186 Điện Biên Phủ,, Quận 3 - Hà Nội: tòa FPT Tower, số 10 Phạm Văn Bạc, Cầu Giấy",Quản lý / Giám sát
IT Helpdesk Tiếng Anh,Công ty TNHH Tổng công ty Công nghệ & Giải pháp CMC,"- Hà Nội: 11 Duy Tân, Cầu Giấy",Nhân viên
Product Owner,Công ty cổ phần Công nghệ Sapo,"- Hà Nội: 266 Đội Cấn, Ba Đình",Nhân viên
Nhân Viên IT,Công ty Cổ phần Thú y xanh Việt Nam,"- Hà Nội: Lô NM5 Cụm Công Nghiệp Phú Thị, Gia Lâm",Nhân viên
Lập Trình Viên Nodejs,Công ty cổ phần giải pháp MKT,"- Hà Nội: Tầng 4, tòa nhà Stellar Garden số 35 Lê Văn Thiêm, Nhân Chín Hà Nộ, Thanh Xuân",Nhân viên
Chuyên Viên Phân Tích BA Bank,Công Ty Cổ Phần GoGroup,"- Hà Nội: ngõ 20 phố Đức Giang, Long Biên - Hà Nội: 37 Lê văn lương, Cầu Giấy",Nhân viên
Project Manager,CÔNG TY TNHH NEO TALENT,"- Hà Nội: Nguyễn Hoàng, Bắc Từ Liêm",Trưởng nhóm
Phát Triển Sản Phẩm Product Owner,Ngân Hàng TMCP An Bình,- Hà Nội,Nhân viên
Nhân Viên IT Helpdesk,Công Ty TNHH Bảo Hiểm Tasco,"- Hà Nội: Tòa nhà Tasco, Phạm Hùng, Nam Từ Liêm",Nhân viên
Tester Manual Nhân Viên Kiểm Thử Phần Mềm Tiếng Nhật Hà Nội,Công ty Cổ phần Tổng hợp Việt Nhật (Vinicorp),"- Hà Nội: Tầng 14- Tòa ICON4 Tower, số 243A La Thành, Đống Đa",Nhân viên
Nhân Viên IT IT HelpDesk IT Tiếng Anh,Trường Tiểu học Nguyễn Siêu,"- Hà Nội: 38 Nguyễn Xuân Nham, Cầu Giấy",Nhân viên
,Vega Corporation,"- Hà Nội: 106 Hoàng Quốc Việt, Cầu Giấy - Hồ Chí Minh: 43 Thảo Điền, Quận 2",Nhân viên
DevOps Engineer,CÔNG TY TNHH CÔNG NGHỆ EZCLOUD TOÀN CẦU,"- Hà Nội: Tầng 8, tòa nhà Ladeco, số 266 Đội Cấn,Phường Liễu Giai, Ba Đình",Nhân viên
,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,"- Hà Nội: 127 Lò Đúc, Hai Bà Trưng - Hà Nội: 21 Cát Linh, Đống Đa",Trưởng nhóm
Kỹ Sư Hệ Thống System Engineer,Công ty Cổ phần MPS Việt Nam,"- Hà Nội: Nhà số 5, Sunrise E, Khu đô thị The Manor Central Park, đường Nguyễn Xiển, Hoàng Mai, Hoàng Mai",Nhân viên
Team Leader Hà Nội,CÔNG TY TNHH ACWORKS VIỆT NAM,"- Hà Nội: Tầng 5, toà nhà Diamond Flower, 48 Lê Văn Lương, Nhân Chính, Thanh Xuân",Trưởng nhóm
AI Engineer,CÔNG TY TNHH MỘT THÀNH VIÊN AN NINH MẠNG VIETTEL,"- Hà Nội: Keangnam Landmark 72, Phạm Hùng, Từ Liêm",Nhân viên
DBA,CÔNG TY CỔ PHẦN TƯ VẤN CÔNG NGHỆ NGS,"- Hà Nội: 6th Element Nguyễn Văn Huyên, KĐT Tây Hồ Tây, Tây Hồ - Hà Nội: 6th Element Nguyễn Văn Huyên, phường Nghĩa Đô, Cầu Giấy",Trưởng nhóm
Senior Front-End Developer Angular,Ngân hàng TMCP Hàng Hải Việt Nam (MSB),- Hà Nội,Nhân viên
Nhân Viên Vận Hành Hệ Thống Operation Executive,Công Ty TNHH Bảo Hiểm Tasco,"- Hà Nội: Tòa nhà Tasco, Lô HH2-2 đường Mỹ Đình, Từ Liêm",Nhân viên
Video Editor Hà Nội,Văn phòng đại diện NSTAGE INC tại thành phố Hà Nội,"- Hà Nội: đường Hoàng Đạo Thúy, phường Trung Hòa, Cầu Giấy",Nhân viên
Solution Architect,CÔNG TY TNHH CÔNG NGHỆ FOOBLA,"- Hà Nội: Tòa CT1B, khu MonHD, đường Nguyễn Cơ Thạch, Nam Từ Liêm",Quản lý / Giám sát
Chuyên Viên Phân Tích Nghiệp Vụ IT Business Analyst,CÔNG TY CỔ PHẦN GOLAZY,"- Hà Nội: Số nhà 46 đường 23 Khu đô thị thành phố Giao lưu, Bắc Từ Liêm",Nhân viên
Flutter Developer,CÔNG TY TNHH HORUS PRODUCTIONS,"- Hà Nội: VOV Mễ Trì, Nam Từ Liêm",Trưởng nhóm
Full Stack Developer Angular Hà Nội,CÔNG TY CỔ PHẦN GIẢI PHÁP SỐ MOBIFONE,"- Hà Nội: Số 38 phố Phan Đình Phùng, Ba Đình",Nhân viên
IOS Developer,Công ty Cổ phần JVB Việt Nam,"- Hà Nội: Tòa Roman Plaza, Tố Hữu, Nam Từ Liêm",Nhân viên
Engineer Devops Engineer,CÔNG TY CỔ PHẦN CÔNG NGHỆ SAVA META,"- Hà Nội: Unit 5, Tầng 14 Tòa Nhà Century Tower, 458 phố Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng",Nhân viên
Manual Tester,Công Ty TNHH Tester Việt,"- Hà Nội: Phường Giảng Võ, Ba Đình",Nhân viên
AI Engineer Machine Learning Engineer,Công ty Cổ phần MISA,"- Hà Nội: N03T1, Khu Ngoại Giao Đoàn, Bắc Từ Liêm",Nhân viên
Data Engineer,Công ty Cổ phần Hệ thống Công nghệ ETC,"- Hà Nội: Tòa 319 Bộ Quốc Phòng, 63 Lê Văn Lương, Cầu Giấy, Cầu Giấy",Trưởng nhóm
Java Developer,Công ty Tài chính tín dụng tiêu dùng TNHH MB SHINSEI (Mcredit),"- Hà Nội: Tòa MBBank- 21 Cát Lin, Đống Đa",Nhân viên
,Công ty TNHH Thời trang MInh A.M,"- Hà Nội: B17-17 Đường Violet 2, KĐT Vinhome Gardenia, Hàm Nghi, Mỹ Đình, Nam Từ Liêm",Trưởng nhóm
